公司名称,公司链接,上班地址,行政区,发布时间,学历,月薪,经验,招聘人数,城市,职业名,公司类型,公司总人数
美团点评,http://special.zhaopin.com/2017/bj/bjsk032382,自强路118号中交财富中心2号楼,桥西区,2019-04-29 10:45:44,本科,面议,1-3年,3,石家庄,数据分析专员,"互联网/电子商务,快速消费品（食品/饮料/烟酒/日化）,零售/批发,计算机软件",10000人以上
石家庄氐宿企业管理咨询有限公司,http://special.zhaopin.com/pagepublish/62759702/index.html,胜利北街3号嘉艺大厦12层,,2019-04-29 10:50:58,本科,4千-6千,1-3年,1,石家庄,数据分析专员,"银行,专业服务/咨询(财会/法律/人力资源等),外包服务",100-499人
花生好车,http://special.zhaopin.com/pagepublish/29356733/index.html,华宸怡园底商花生好车,长安区,2019-04-29 13:28:10,本科,7千-9千,3-5年,1,石家庄,战区数据分析,"租赁服务,专业服务/咨询(财会/法律/人力资源等)",1000-9999人
石家庄波司登贸易有限公司,http://company.zhaopin.com/CZ179791320.htm,石家庄市裕华区槐安东路105号怀特商业广场写字楼A座17楼,,2019-04-29 12:14:07,大专,4千-6千,1-3年,1,石家庄,商品数据分析员,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",20-99人
河北天域信息技术有限公司,http://company.zhaopin.com/CZ320474680.htm,石家庄市桥东区中山路39号勒泰中心（B座）写字楼37/38/39层,,2019-04-29 13:14:21,本科,5千-8千,不限,3,石家庄,数据分析师,"互联网/电子商务,计算机软件,IT服务(系统/数据/维护),其他",500-999人
美团点评,http://special.zhaopin.com/2017/bj/bjsk032382,石家庄桥西区金石大厦,,2019-04-22 18:03:49,本科,面议,1-3年,1,石家庄,数据分析员,"互联网/电子商务,快速消费品（食品/饮料/烟酒/日化）,零售/批发,计算机软件",10000人以上
百度河北地区营销服务中心,http://special.zhaopin.com/sjz/2012/pg030971/index.htm,石家庄市桥东区中山路39号勒泰中心（B座）写字楼36/37/38/39层,,2019-04-26 15:26:47,本科,5千-8千,不限,2,石家庄,数据分析专员,"互联网/电子商务,IT服务(系统/数据/维护)",1000-9999人
石家庄北国人百集团有限责任公司,http://special.zhaopin.com/pagepublish/19151751/index.html,石家庄市中山东路188号,,2019-04-28 00:50:15,本科,4千-6千,不限,5,石家庄,品牌数据统计与分析岗,零售/批发,10000人以上
河北御芝林生物科技有限公司,http://special.zhaopin.com/pagepublish/22183641/index.html,石家庄昆仑大街与海河道交叉口，沿海河道向东行100米路南,东开发区,2019-04-24 09:13:58,本科,6千-8千,3-5年,1,石家庄,数据分析师,"医药/生物工程,零售/批发",1000-9999人
宸宇建设集团有限公司河北分公司,http://company.zhaopin.com/CZ627656430.htm,平安公园,,2019-04-25 08:42:54,本科,4千-6千,不限,1,石家庄,环境工程（大气数据分析）,"房地产/建筑/建材/工程,能源|矿产|环保",500-999人
石家庄君乐宝乳业有限公司,http://special.zhaopin.com/2016/sjz/sjzj030139,石家庄市鹿泉区碧水街2号,,2019-04-29 08:32:07,大专,2千-4千,1-3年,1,石家庄,数据分析专员,"快速消费品（食品/饮料/烟酒/日化）,快速消费品（食品/饮料/烟酒/日化）",1000-9999人
北京华信智原教育技术有限公司河北分公司,http://company.zhaopin.com/CZ284641380.htm,石家庄桥西区红旗大街与汇丰路交口西美花街大厦17层,,2019-04-28 11:16:39,本科,6千-8千,1年以下,3,石家庄,大数据分析师助理周末双休,"计算机软件,互联网/电子商务",20-99人
北京华信智原教育技术有限公司河北分公司,http://company.zhaopin.com/CZ284641380.htm,石家庄桥西区红旗大街与汇丰路交口西美花街大厦17层,,2019-04-29 11:18:41,大专,6千-8千,1-3年,5,石家庄,大数据分析师助理/实习双休,"计算机软件,互联网/电子商务",20-99人
新天绿色能源股份有限公司,http://company.zhaopin.com/CZ376197610.htm,石家庄,,2019-04-25 14:52:05,硕士,面议,不限,1,石家庄,数据分析岗,"电气/电力/水利,能源/矿产/采掘/冶炼",1000-9999人
北京天融信科技有限公司,http://company.zhaopin.com/P7/CC0003/2756/CC000327562.htm,新华区中华北大街中储广场A座1601室,,2019-04-28 13:54:51,不限,8千-1万,不限,2,石家庄,数据分析师(J10488),"计算机硬件,IT服务(系统/数据/维护),通信/电信/网络设备",1000-9999人
宸宇建设集团有限公司河北分公司,http://company.zhaopin.com/CZ627656430.htm,平安公园,,2019-04-25 08:42:56,硕士,1万-1.5万,1-3年,1,石家庄,大气高级数据分析师,"房地产/建筑/建材/工程,能源|矿产|环保",500-999人
河北先河环保科技股份有限公司,http://special.zhaopin.com/2018/sh/hbxh011599w/,湘江道251号,,2019-04-28 22:32:45,硕士,5千-8千,不限,15,石家庄,现场数据分析工程师（全国出差）,"仪器仪表及工业自动化,环保,电子技术/半导体/集成电路",500-999人
河北先河环保科技股份有限公司,http://special.zhaopin.com/2018/sh/hbxh011599w/,高新区湘江道251号 + 栾城环保局 + 藁城环保局,东开发区,2019-04-28 22:31:53,硕士,4.5千-7千,1-3年,7,石家庄,数据分析工程师,"仪器仪表及工业自动化,环保,电子技术/半导体/集成电路",500-999人
河北中废通网络技术有限公司,http://special.zhaopin.com/pagepublish/64831122/index.html,石家庄市中山路11号乐汇城C座8层,,2019-04-27 14:53:55,大专,6千-8千,3-5年,1,石家庄,数据分析师,"互联网/电子商务,其他,IT服务(系统/数据/维护)",100-499人
河北尚学苑文化传媒有限公司,http://company.zhaopin.com/CZ308744080.htm,石家庄市槐安西路与上庄大街交口南行300米路东,,2019-04-28 09:49:41,本科,4千-8千,1-3年,3,石家庄,大数据分析/数据分析,"教育/培训/院校,互联网/电子商务,媒体/出版/影视/文化传播,印刷/包装/造纸",100-499人
河北先河环保科技股份有限公司,http://special.zhaopin.com/2018/sh/hbxh011599w/,河北省石家庄市开发区湘江道251号,,2019-04-22 09:43:31,硕士,6千-8千,不限,5,石家庄,现场数据分析工程师(全国出差),"仪器仪表及工业自动化,环保,电子技术/半导体/集成电路",500-999人
美林数据技术股份有限公司,http://company.zhaopin.com/CZ200911980.htm,石家庄,,2019-04-24 16:35:34,本科,8千-1.6万,1-3年,1,石家庄,数据分析师（电网/能源）,"计算机软件,IT服务(系统/数据/维护)",100-499人
宸宇建设集团有限公司河北分公司,http://company.zhaopin.com/CZ627656430.htm,平安公园,,2019-04-25 08:42:58,本科,6千-8千,不限,1,石家庄,数据校准及分析工程师,"房地产/建筑/建材/工程,能源|矿产|环保",500-999人
河北沁芳康健软件科技有限公司,http://company.zhaopin.com/CC380113183.htm,中华北大街与市庄路交叉口东南角，河北沁芳康健管理机构三楼（蓝色牌子）,,2019-04-22 09:14:00,大专,4千-6千,1-3年,1,石家庄,数据分析专员  双休,"计算机软件,通信/电信运营、增值服务,互联网/电子商务,IT服务(系统/数据/维护)",100-499人
石家庄天远科技集团有限公司,http://special.zhaopin.com/pagepublish/52010362/index.html,石家庄东开发区黄河大道225号,,2019-04-28 09:40:38,本科,6千-8千,1-3年,1,石家庄,大数据分析工程师,"计算机软件,互联网/电子商务,大型设备/机电设备/重工业,IT服务(系统/数据/维护)",500-999人
福州饰紫电子科技有限公司,http://company.zhaopin.com/CZ827520340.htm,长期出差,,2019-04-27 20:53:00,不限,6千-1万,不限,10,石家庄,数据分析6000＋包食宿,,全部
博宇科技股份有限公司,http://special.zhaopin.com/pagepublish/31295688/index.html,石家庄市高新区兴安大街222号方亿科技工业园B区7号楼4层,东开发区,2019-04-28 10:51:31,本科,4千-6千,1-3年,1,石家庄,数据分析师,"计算机软件,计算机硬件,互联网/电子商务,IT服务(系统/数据/维护)",100-499人
石家庄品智科技有限公司,http://special.zhaopin.com/pagepublish/42045401/index.html,石家庄长安区广安大街美东国际C座1306,,2019-04-22 21:34:26,本科,5千-1万,3-5年,1,石家庄,数据分析师,"计算机软件,IT服务(系统/数据/维护)",20-99人
河北持正环境科技有限公司,http://company.zhaopin.com/CC301575130.htm,长安区丰收路,,2019-04-26 08:42:44,本科,4千-6千,1-3年,5,石家庄,大气污染数据分析师,检验/检测/认证,20-99人
北京薪享宏福教育咨询有限公司,http://company.zhaopin.com/CZ819930900.htm,北京市昌平区北七家镇温度水城火炬广场北街1号西侧4层,,2019-04-29 10:04:21,大专,6千-8千,1-3年,1,石家庄,数据分析专员,教育/培训/院校,100-499人
石家庄开发区博欣医药科技开发有限公司,http://company.zhaopin.com/CZ176946920.htm,石家庄市东开发区宏昌科技园,,2019-04-25 09:54:03,大专,4千-6千,1-3年,1,石家庄,销售数据分析主管,"医药/生物工程,医疗/护理/美容/保健/卫生服务",100-499人
石家庄氐宿企业管理咨询有限公司,http://special.zhaopin.com/pagepublish/62759702/index.html,石家庄市长安区胜利北街3号嘉艺大厦12层,,2019-04-29 08:44:19,大专,6千-8千,3-5年,1,石家庄,数据分析主管（经理）,"银行,专业服务/咨询(财会/法律/人力资源等),外包服务",100-499人
河北鸿海环保科技有限公司,http://company.zhaopin.com/CC669526226.htm,黄河大道136号科技中心,东开发区,2019-04-28 09:47:18,硕士,5千-7千,不限,5,石家庄,环境数据分析工程师,"环保,检验/检测/认证,贸易/进出口,计算机软件",20-99人
河北恩华网络科技有限公司,http://company.zhaopin.com/CZ274001480.htm,谈固北大街与跃进路交口钱布袋商务楼,长安区,2019-04-29 08:41:29,大专,4千-6千,1-3年,1,石家庄,数据分析师,"互联网/电子商务,IT服务(系统/数据/维护),计算机软件",20-99人
石家庄壹切信息咨询有限公司,http://company.zhaopin.com/CZ186653920.htm,河北省石家庄市桥西区维明南大街266号恒大华府商务楼4-1-808,,2019-04-29 13:42:03,不限,4千-6千,不限,10,石家庄,数据分析员,"专业服务/咨询(财会/法律/人力资源等),广告/会展/公关,学术/科研,IT服务(系统/数据/维护)",20-99人
石家庄喜高科技有限责任公司,http://company.zhaopin.com/CZ463106280.htm,河北省石家庄市长安区体育北大街56号美丽华大酒店2801,,2019-04-26 14:22:08,本科,3千-5千,不限,1,石家庄,数据分析,"互联网/电子商务,医疗/护理/美容/保健/卫生服务,计算机软件",20-99人
河北鲜有道食品有限公司,http://company.zhaopin.com/CC312970386.htm,红旗大街与新石南路交叉口东行300米路南一克商务7楼,桥西区,2019-04-27 17:02:49,大专,4千-6千,1-3年,1,石家庄,数据分析,"互联网/电子商务,快速消费品（食品/饮料/烟酒/日化）,基金/证券/期货/投资",20-99人
石家庄智佳信息咨询有限公司,http://company.zhaopin.com/CZ432188310.htm,中山西路700悦享天地,,2019-04-23 09:37:53,本科,4千-6千,3-5年,2,石家庄,数据分析师,"互联网/电子商务,专业服务/咨询(财会/法律/人力资源等),基金/证券/期货/投资,贸易/进出口",20人以下
石家庄博瑞迪生物技术有限公司,http://company.zhaopin.com/CZ892986410.htm,黄河大道136号科技中心1号楼608室,东开发区,2019-04-25 09:55:03,本科,6千-1万,1-3年,1,石家庄,生信数据分析工程师,医药/生物工程,20-99人
河北腾软信息技术有限公司,http://company.zhaopin.com/CZ176740320.htm,长安区建设北大街瀚科大厦18F,长安区,2019-04-27 21:23:53,本科,6千-8千,3-5年,1,石家庄,数据分析师,"计算机软件,IT服务(系统/数据/维护),教育/培训/院校,互联网/电子商务",20-99人
石家庄名桥商贸有限公司,http://company.zhaopin.com/CZ403261180.htm,长安区中山东路乐汇城写字楼A座703B,长安区,2019-04-25 16:57:11,本科,6千-8千,3-5年,1,石家庄,数据分析师,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",500-999人
石家庄涂宝联商贸有限公司,http://company.zhaopin.com/CZ523289120.htm,新华区民族北路与华强路交口东行50米 金指数国际商务广场B座13楼  宝联集团,,2019-04-25 09:37:22,大专,2千-4千,不限,1,石家庄,数据分析员,"耐用消费品（服饰/纺织/皮革/家具/家电）,酒店/餐饮",1000-9999人
北京数慧时空信息技术有限公司,http://company.zhaopin.com/CZ120473250.htm,石家庄市桥西区城角街与新石中路交叉口物联网大厦,,2019-04-25 10:08:17,本科,6千-1万,1-3年,1,石家庄,数据分析工程师,"计算机软件,其他,IT服务(系统/数据/维护)",100-499人
河北鸿联九五信息产业有限公司,http://company.zhaopin.com/CZ214743410.htm,广安大街与谈北路交叉口永辉超市北邻财富大厦2楼,长安区,2019-04-28 08:59:28,本科,6千-8千,1-3年,2,石家庄,数据分析,"IT服务(系统/数据/维护),互联网/电子商务,通信/电信运营、增值服务,基金/证券/期货/投资",10000人以上
杜沙迪实业有限公司,http://company.zhaopin.com/CZ446777680.htm,长安区胜利大街与向阳路交口昆仑盛阳门A座26楼,,2019-04-27 10:34:01,大专,3千-5千,不限,2,石家庄,商品数据分析专员,耐用消费品（服饰/纺织/皮革/家具/家电）,100-499人
河北恩华网络科技有限公司,http://company.zhaopin.com/CZ274001480.htm,维多利亚丽景园,裕华区,2019-04-29 08:41:29,大专,4千-6千,1-3年,1,石家庄,数据分析师,"互联网/电子商务,IT服务(系统/数据/维护),计算机软件",20-99人
云腾九州科技(北京)有限公司,http://company.zhaopin.com/%E4%BA%91%E8%85%BE%E4%B9%9D%E5%B7%9E%E7%A7%91%E6%8A%80%28%E5%8C%97%E4%BA%AC%29%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC377132725.htm,青园街,长安区,2019-04-23 13:05:00,本科,6千-1万,不限,1,石家庄,数据分析师,"计算机软件,通信/电信运营、增值服务,互联网/电子商务,通信/电信/网络设备",20-99人
石家庄涂宝联商贸有限公司,http://company.zhaopin.com/CZ523289120.htm,石家庄市南三条大经街与向阳路交口昆仑盛阳门B座1902,,2019-04-25 09:37:22,大专,2千-4千,不限,1,石家庄,数据分析师,"耐用消费品（服饰/纺织/皮革/家具/家电）,酒店/餐饮",1000-9999人
河北弘梦企业管理咨询有限公司,http://company.zhaopin.com/CZ377285430.htm,中山路与建设北大街交口燕华大厦18楼,长安区,2019-04-29 11:14:52,大专,4千-6千,1-3年,1,石家庄,数据分析师,"教育/培训/院校,房地产/建筑/建材/工程,互联网/电子商务,专业服务/咨询(财会/法律/人力资源等)",100-499人
北京蓝色曙光信息技术有限公司,http://special.zhaopin.com/pagepublish/64288872/index.html,石家庄,,2019-04-29 09:51:57,大专,5.5千-1.1万,不限,10,石家庄,Java大数据实习工程师,"IT服务(系统/数据/维护),计算机软件,计算机硬件,互联网/电子商务",100-499人
河北车车宝贝汽车信息服务有限公司,http://special.zhaopin.com/pagepublish/33433563/index.html,石家庄市桥西区西二环与槐安路交口南行200米路西冀运集团院内车车宝贝集团,,2019-04-29 10:42:03,大专,5千-8千,3-5年,1,石家庄,数据统计主管（双休+五险）,"互联网/电子商务,保险,专业服务/咨询(财会/法律/人力资源等)",500-999人
北京资采信息技术有限公司,http://company.zhaopin.com/CC327037487.htm,长江大道与太行大街交口中国电信股份有限公司石家庄分公司,裕华区,2019-04-29 13:15:02,本科,5千-9千,1-3年,1,石家庄,BI分析师【河北项目】,"IT服务(系统/数据/维护),通信/电信运营、增值服务,互联网/电子商务,广告/会展/公关",20-99人
河北天域信息技术有限公司,http://company.zhaopin.com/CZ320474680.htm,石家庄市桥东区中山路39号勒泰中心（B座）写字楼37/38/39层,,2019-04-29 13:22:29,本科,6千-1万,不限,3,石家庄,业务分析（五险一金双休 大平台）,"互联网/电子商务,计算机软件,IT服务(系统/数据/维护),其他",500-999人
美团点评,http://special.zhaopin.com/2017/bj/bjsk032382,石家庄市桥西区新石中路375号金石大厦B座2层,,2019-04-24 09:30:32,本科,面议,1-3年,3,石家庄,服务体验部-绩效分析专员,"互联网/电子商务,快速消费品（食品/饮料/烟酒/日化）,零售/批发,计算机软件",10000人以上
河北嘉良生物技术有限公司,http://company.zhaopin.com/CZ475194180.htm,地区,桥西区,2019-04-29 13:09:44,大专,4千-8千,3-5年,1,石家庄,市场部经理,医药/生物工程,100-499人
河北元能天然气销售有限公司,http://company.zhaopin.com/CZ631021120.htm,高新区长江大道310号  长江壹号C座1105,,2019-04-29 13:20:44,大专,3千-6千,3-5年,5,石家庄,总账会计,石油/石化/化工,20-99人
北京掌众金融信息服务有限公司,http://company.zhaopin.com/CC314038481.htm,建设北大街44号瀚科大厦1512,长安区,2019-04-28 15:23:54,大专,8千-1万,3-5年,2,石家庄,数据开发工程师-石家庄,"互联网/电子商务,计算机软件",500-999人
安阳中智药业有限责任公司,http://company.zhaopin.com/P9/CC1319/3198/CC131931987.htm,银河广场,东开发区,2019-04-29 13:22:10,大专,1万-1.5万,3-5年,5,石家庄,诚聘医药销售经理,医药/生物工程,100-499人
安阳中智药业有限责任公司,http://company.zhaopin.com/P9/CC1319/3198/CC131931987.htm,银河广场,东开发区,2019-04-29 13:09:07,大专,8千-1万,3-5年,5,石家庄,诚聘销售经理,医药/生物工程,100-499人
百度河北地区营销服务中心,http://special.zhaopin.com/sjz/2012/pg030971/index.htm,石家庄勒泰中心B座写字楼,,2019-04-26 15:27:35,本科,6千-1万,3-5年,2,石家庄,行业分析,"互联网/电子商务,IT服务(系统/数据/维护)",1000-9999人
用友网络科技股份有限公司河北分公司,http://special.zhaopin.com/2016/sjz/11217/yywl061492,中山东路39号勒泰中心写字楼A座2712室,长安区,2019-04-29 13:12:02,大专,8千-1万,3-5年,1,石家庄,云业务售前顾问,计算机软件,1000-9999人
河北安信云慧信息科技有限公司,http://company.zhaopin.com/CZ841197110.htm,桥西区红旗大街88号翰林观天下/各县（区）,,2019-04-29 15:22:29,大专,4千-6千,1-3年,4,石家庄,环保技术支持工程师,通信/电信/网络设备,20-99人
安阳中智药业有限责任公司,http://company.zhaopin.com/P9/CC1319/3198/CC131931987.htm,银河广场,东开发区,2019-04-29 13:05:55,大专,6千-8千,3-5年,5,石家庄,医药市场督导经理,医药/生物工程,100-499人
石家庄大尊网络科技有限公司,http://special.zhaopin.com/2018/sjz/11104/sjzd092046/,梧桐商务楼16楼,,2019-04-29 15:06:51,大专,4千-6千,不限,5,石家庄,淘宝京东天猫运营推广，运营助理（双休）,"互联网/电子商务,IT服务(系统/数据/维护)",100-499人
同福集团股份有限公司,http://special.zhaopin.com/Flying/Society/20190220/26574961_17131201_ZL21287/zpzw.html,万达广场,桥东区,2019-04-27 00:35:14,大专,1.5万-2万,5-10年,1,石家庄,数据部经理,"快速消费品（食品/饮料/烟酒/日化）,农/林/牧/渔",1000-9999人
河北天域信息技术有限公司,http://company.zhaopin.com/CZ320474680.htm,石家庄市桥东区中山东路勒泰中心B座37/38/39层,,2019-04-29 09:04:49,大专,8千-1万,不限,5,石家庄,百度客户挽回顾问,"互联网/电子商务,计算机软件,IT服务(系统/数据/维护),其他",500-999人
同福集团股份有限公司,http://special.zhaopin.com/Flying/Society/20190220/26574961_17131201_ZL21287/zpzw.html,万达A座6层,裕华区,2019-04-27 00:28:20,大专,6千-1万,5-10年,1,石家庄,数据部经理,"快速消费品（食品/饮料/烟酒/日化）,农/林/牧/渔",1000-9999人
石家庄云程网络技术服务有限公司,http://company.zhaopin.com/CZ630038720.htm,槐安路与友谊大街交口西南角振头大厦5楼,桥西区,2019-04-29 15:06:54,大专,3千-5千,1-3年,3,石家庄,运营专员,"互联网/电子商务,互联网/电子商务",20-99人
河北鲜厨科技有限公司,http://company.zhaopin.com/CZ375003430.htm,河北省石家庄市新华区康乐街尚德国际1905,新华区,2019-04-29 09:15:55,中专,6千-1.2万,1-3年,20,石家庄,底薪4000+高提成+五险一金，招聘业务代表,"互联网/电子商务,快速消费品（食品/饮料/烟酒/日化）,互联网/电子商务",100-499人
石家庄云程网络技术服务有限公司,http://company.zhaopin.com/CZ630038720.htm,石家庄桥西区友谊大街与槐安路交口振头大厦5层,桥西区,2019-04-29 15:02:07,大专,3千-6千,1-3年,2,石家庄,阿里巴巴国际站运营,"互联网/电子商务,互联网/电子商务",20-99人
盖亚博泰商贸有限公司,http://company.zhaopin.com/CZ303361830.htm,鹿泉区寺家庄镇,鹿泉区,2019-04-29 14:45:13,大专,1万-1.5万,5-10年,1,石家庄,酒精工程师,"房地产/建筑/建材/工程,家居/室内设计/装饰装潢",20-99人
深圳市视通智能科技有限公司,http://company.zhaopin.com/CZ496499630.htm,石家庄市经济技术开发区长江道壹号A座1507,,2019-04-29 13:10:01,大专,1万-1.5万,1-3年,5,石家庄,渠道销售经理,"电子技术/半导体/集成电路,教育/培训/院校",20-99人
云袭网络技术河北有限公司,http://company.zhaopin.com/CZ652050820.htm,裕华区怀特商业广场A座19楼（云袭）,,2019-04-29 14:19:05,本科,6千-8千,3-5年,1,石家庄,电商运营,互联网/电子商务,100-499人
石家庄龙梦电子商务有限公司,http://company.zhaopin.com/CZ407312210.htm,育才街与槐中路交叉口 宾南花园,,2019-04-29 14:15:47,不限,6千-8千,不限,3,石家庄,淘宝运营（可以无经验，有运营带）,"互联网/电子商务,互联网/电子商务,零售/批发",20-99人
河北觉尔信息咨询有限公司,http://company.zhaopin.com/CZ664763330.htm,裕华区万达广场,,2019-04-29 13:02:19,不限,8千-1万,1-3年,1,石家庄,电商运营,互联网/电子商务,20-99人
石家庄达内童程科技有限公司,http://company.zhaopin.com/CZ603360530.htm,绿地中山公馆A座8层,桥西区,2019-04-27 17:42:58,本科,4千-6千,不限,1,石家庄,教务督导（数据） 双休,教育/培训/院校,10000人以上
北京鸿联九五信息产业有限公司,http://company.zhaopin.com/CZ120835170.htm,石家庄市自强路与南小街交口开滦大饭店A座四楼,桥西区,2019-04-29 00:50:17,大专,3千-4千,1年以下,1,石家庄,行政人事助理（桥西区）(J10266),"通信/电信运营、增值服务,其他,通信/电信/网络设备",10000人以上
石家庄童程童美培训学校有限公司,http://company.zhaopin.com/CZ818838730.htm,中山公馆A座8层,,2019-04-29 09:18:55,大专,4千-6千,1-3年,1,石家庄,教务督导（数据） 双休,教育/培训/院校,10000人以上
石家庄美高文化传播有限公司,http://company.zhaopin.com/CZ503162520.htm,中华北大街中储广场B座610室,,2019-04-29 09:12:18,大专,4千-6千,1-3年,1,石家庄,电商运营,互联网/电子商务,20人以下
石家庄市恒茂昌贸易有限责任公司,http://company.zhaopin.com/CC572092626.htm,石家庄南三条阜康街道圆明路西头鸿运综合楼4楼,,2019-04-29 14:17:04,中专,3千-6千,1-3年,2,石家庄,天猫淘宝运营,贸易/进出口,20-99人
石家庄达内童程科技有限公司,http://company.zhaopin.com/CZ603360530.htm,绿地中山公馆A座8层,桥西区,2019-04-28 19:03:56,大专,4千-6千,不限,1,石家庄,数据支持 教务 五险一金 朝九晚六,教育/培训/院校,10000人以上
河北霄岭工程设计咨询有限公司,http://company.zhaopin.com/P2/CC2186/6501/CC218665018.htm,河北省石家庄市康乐街8号尚德国际25楼,新华区,2019-04-29 00:51:47,大专,5千-1万,3-5年,1,石家庄,互联网平台运营主管,"房地产/建筑/建材/工程,IT服务(系统/数据/维护)",100-499人
石家庄达内童程科技有限公司,http://company.zhaopin.com/CZ603360530.htm,东方大厦11层,桥西区,2019-04-28 19:04:24,大专,4千-6千,不限,1,石家庄,教务督导（数据） 双休,教育/培训/院校,10000人以上
石家庄达内童程科技有限公司,http://company.zhaopin.com/CZ603360530.htm,乐汇城,,2019-04-27 17:42:59,大专,4千-6千,1-3年,1,石家庄,数据支持 教务 五险一金 朝九晚六,教育/培训/院校,10000人以上
