公司名称,公司链接,上班地址,行政区,发布时间,学历,月薪,经验,招聘人数,城市,职业名,公司类型,公司总人数
中国勒泰商业地产集团,http://company.zhaopin.com/CZ579581520.htm,长安区中山东路39号勒泰B座写字楼8楼,,2019-04-23 07:54:07,本科,2万-4万,10年以上,1,石家庄,信息总监,"房地产/建筑/建材/工程,物业管理/商业中心",1000-9999人
石家庄东尚服饰贸易有限公司,http://special.zhaopin.com/pagepublish/61500202/index.html,石家庄中山东路11号乐汇城C座16层,长安区,2019-04-24 09:01:57,大专,8千-1万,5-10年,1,石家庄,零售经理,零售/批发,100-499人
石家庄云时网络技术有限公司,http://company.zhaopin.com/CZ714661830.htm,西里街道时光街与槐安路交口西行20米路北石家庄桥西区槐安路与时光街交叉口西北角翠堤春晓写字楼18楼02室,,2019-04-26 16:44:50,不限,8千-1万,1-3年,1,石家庄,竞价,互联网/电子商务,20-99人
石家庄粉佳人文化产业发展有限公司,http://company.zhaopin.com/CZ844361830.htm,石家庄中山东路172号，粉佳人蒙娜丽莎4楼,,2019-04-22 10:21:35,大专,2千-4千,不限,1,石家庄,统计,"媒体/出版/影视/文化传播,媒体/出版/影视/文化传播",100-499人
石家庄市鹿泉区有成教育培训学校,http://company.zhaopin.com/CZ457875530.htm,石家庄市鹿泉区政府对面西部峰景小区北门西行50米,,2019-04-27 09:04:50,大专,4千-8千,3-5年,1,石家庄,鹿泉区早教市场主管,教育/培训/院校,100-499人
石家庄市新华区金泽文化艺术培训学校,http://company.zhaopin.com/CZ501410620.htm,石家庄市中华大街与北二环交口,新华区,2019-04-24 08:36:01,大专,4千-6千,1-3年,1,石家庄,sem专员,"教育/培训/院校,专业服务/咨询(财会/法律/人力资源等),媒体/出版/影视/文化传播,学术/科研",500-999人
云南幻日网络科技有限公司,http://company.zhaopin.com/CZ840933260.htm,中山东路253号2号写字楼2302,长安区,2019-04-26 19:10:10,大专,4千-8千,3-5年,1,石家庄,社群运营,互联网/电子商务,20人以下
中融科创信息技术河北有限公司,http://company.zhaopin.com/CZ302181030.htm,石家庄谈固大街北二环东行100米路南天洲国际中心11层,,2019-04-28 11:16:15,硕士,4千-6千,1-3年,3,石家庄,技术支持经理,"外包服务,专业服务/咨询(财会/法律/人力资源等)",20-99人
河北顿洁供应链管理有限公司,http://company.zhaopin.com/CZ644431480.htm,东二环槐安路博文家园西侧,,2019-04-23 11:37:10,大专,3千-5千,1-3年,2,石家庄,社群运营专员,快速消费品（食品/饮料/烟酒/日化）,100-499人
北京逐鹿企业管理咨询有限公司,http://company.zhaopin.com/CC201774739.htm,石家庄建华北大街31号广天大厦,,2019-04-28 10:02:19,本科,1万-1.5万,5-10年,1,石家庄,学习发展经理（五险一金＋双休＋培训）,"教育/培训/院校,专业服务/咨询(财会/法律/人力资源等),房地产/建筑/建材/工程,快速消费品（食品/饮料/烟酒/日化）",20-99人
河北中商云搜广告传媒有限公司,http://company.zhaopin.com/CZ627467080.htm,石家庄市中山东路东方新世界中心2001,长安区,2019-04-23 09:07:41,大专,4千-6千,不限,5,石家庄,短视频运营顾问,互联网/电子商务,100-499人
河北瑞轩文化传播有限公司,http://company.zhaopin.com/CZ599548080.htm,河北省石家庄市谈固南大街与槐安路交口南行100米路西,,2019-04-20 10:58:46,大专,6千-8千,1-3年,1,石家庄,教研主任,"教育/培训/院校,媒体/出版/影视/文化传播",20-99人
石家庄冉迪商贸有限公司,http://company.zhaopin.com/CZ656118420.htm,石家庄新华区联盟路百盛朗廷2单元1404,新华区,2019-04-22 11:57:22,大专,2千-4千,不限,1,石家庄,视频策划创作,"互联网/电子商务,医疗/护理/美容/保健/卫生服务,专业服务/咨询(财会/法律/人力资源等),计算机软件",20人以下
河北拓普电气有限公司,http://company.zhaopin.com/CZ229592510.htm,河北省石家庄市高新区太行大街498号,东开发区,2019-04-27 19:07:57,大专,3.5千-6千,1-3年,1,石家庄,投标助理,"电气/电力/水利,加工制造（原料加工/模具）",20-99人
河北盘达商贸有限公司,http://company.zhaopin.com/CC439390388.htm,石家庄广安大街，财富大厦A座3205,,2019-04-26 22:17:01,大专,3千-5千,不限,3,石家庄,阿里巴巴国际站运营,"互联网/电子商务,贸易/进出口",20-99人
河北中商云搜广告传媒有限公司,http://company.zhaopin.com/CZ627467080.htm,石家庄市中山东路东方新世界中心2001,长安区,2019-04-23 09:07:42,大专,4千-6千,不限,1,石家庄,快手信息流优化师,互联网/电子商务,100-499人
河北顺诺商贸有限公司,http://company.zhaopin.com/CZ595012020.htm,石家庄市裕华区槐安路与富强大街交口怀特商业广场D座13层,裕华区,2019-04-24 09:09:44,大专,3千-4千,1年以下,1,石家庄,物流统计文员,"快速消费品（食品/饮料/烟酒/日化）,广告/会展/公关",100-499人
云南幻日网络科技有限公司,http://company.zhaopin.com/CZ840933260.htm,中山东路253号2号写字楼2302,长安区,2019-04-22 19:25:30,大专,6千-8千,3-5年,1,石家庄,app运营,互联网/电子商务,20人以下
河北蓝宇橡塑制品有限公司,http://company.zhaopin.com/CZ392618030.htm,新华区格澜商务1501,,2019-04-23 10:57:02,大专,8千-1万,1-3年,3,石家庄,谷歌竞价,"贸易/进出口,贸易/进出口",500-999人
北京趣享未来科技有限公司,http://company.zhaopin.com/CZ565022280.htm,河北省石家庄桥西区塔谈国际商贸城8号写字楼13层,,2019-04-22 15:35:59,大专,3千-5千,不限,2,石家庄,商务助理,"互联网/电子商务,互联网/电子商务,娱乐/体育/休闲",100-499人
石家庄兴涛电子科技有限公司,http://company.zhaopin.com/CZ514374980.htm,石家庄桥西区南小街金裕商务402,,2019-04-26 17:51:06,不限,4千-6千,不限,5,石家庄,销售助理,"快速消费品（食品/饮料/烟酒/日化）,互联网/电子商务,耐用消费品（服饰/纺织/皮革/家具/家电）",100-499人
龙游吴晗商贸有限公司,http://company.zhaopin.com/CZ863982350.htm,桥西区,桥西区,2019-04-26 12:58:39,中专,4千-6千,不限,1,石家庄,人事专员,贸易/进出口,20-99人
河北宏振网络科技有限公司,http://company.zhaopin.com/CZ810262740.htm,石家庄 泰丰观湖5号楼1单元1403,,2019-04-24 00:50:27,不限,3千-6千,不限,50,石家庄,店铺运营师,"IT服务(系统/数据/维护),IT服务(系统/数据/维护),计算机软件,广告/会展/公关",20-99人
超职时代(北京)教育科技有限公司河北分公司,http://company.zhaopin.com/CZ834112980.htm,长安区广安大街财富大厦,,2019-04-22 14:01:09,大专,6千-8千,1-3年,1,石家庄,网络推广主管,教育/培训/院校,500-999人
河北大麦汽车维修服务有限公司,http://company.zhaopin.com/CZ808314720.htm,新石北路与石铜路交口,桥西区,2019-04-28 09:13:31,大专,3千-6千,1-3年,2,石家庄,seo网络推广,"汽车/摩托车,交通/运输",500-999人
石家庄笑果商贸有限公司,http://company.zhaopin.com/CZ834114890.htm,建设大街东风路金正君庭B座1022室,,2019-04-24 13:55:58,大专,4千-6千,1-3年,1,石家庄,唯品会 苏宁易购 小红书电商运营,互联网/电子商务,20-99人
新华人寿保险股份有限公司石家庄中心支公司汇臻部,http://company.zhaopin.com/CZ859226350.htm,广安大街汇景国际,,2019-04-24 07:17:49,本科,1.5万-2万,3-5年,1,石家庄,团队运营z,"保险,保险",10000人以上
石家庄市鹿泉区昆宏商贸有限公司,http://special.zhaopin.com/pagepublish/65560992/index.html,河北省石家庄市鹿泉区镇宁路电力局对面兴华鞋城,,2019-04-27 15:27:15,大专,4千-6千,1-3年,2,石家庄,卖场业务经理,零售/批发,100-499人
河北滴答答防水科技有限公司,http://company.zhaopin.com/CZ672172980.htm,勒泰中心A座1207,,2019-04-28 07:44:44,大专,4千-6千,3-5年,2,石家庄,SEO/SEM,房地产/建筑/建材/工程,100-499人
石家庄旅动体育文化传播有限公司,http://company.zhaopin.com/CZ708591080.htm,休门街民生路交叉口南行50米路东滨江优谷少儿体能馆2层,,2019-04-20 15:19:53,大专,4千-6千,1-3年,5,石家庄,市场推广专员,"教育/培训/院校,教育/培训/院校",20-99人
童泰婴幼儿服饰有限公司,http://company.zhaopin.com/CC446675623.htm,桥西区华润万象城A座15A03,,2019-04-26 17:30:19,大专,5千-1万,3-5年,1,石家庄,KA经理(母婴行业，适应出差),"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",1000-9999人
石家庄鼎伊龙格企业管理有限公司,http://company.zhaopin.com/CZ538774130.htm,长安区保利广场购物中心二层,,2019-04-20 10:06:29,大专,8千-1.3万,3-5年,1,石家庄,执行校长/运营总监,教育/培训/院校,500-999人
石家庄喜悦商贸有限公司,http://company.zhaopin.com/CZ378234410.htm,石家庄市桥西区槐安路和城角街交口西城国际B座21楼,,2019-04-27 09:01:52,大专,3千-5千,3-5年,2,石家庄,招聘主管,"耐用消费品（服饰/纺织/皮革/家具/家电）,互联网/电子商务,零售/批发",20-99人
河北恩微科技有限公司,http://company.zhaopin.com/CZ409196480.htm,新华区和平西路29号第一干休所综合楼3楼,,2019-04-26 15:50:57,大专,4千-8千,不限,3,石家庄,SEO网站优化（可招新手）,互联网/电子商务,100-499人
石家庄多美斯日化用品有限公司,http://company.zhaopin.com/P2/CC2229/8551/CC222985518.htm,石家庄经济技术开发区丰产路8号,藁城区,2019-04-23 11:18:55,大专,5千-8千,3-5年,1,石家庄,产品经理,"快速消费品（食品/饮料/烟酒/日化）,加工制造（原料加工/模具）,其他",100-499人
石家庄首航财务咨询有限公司,http://company.zhaopin.com/CC319297737.htm,长安区广安街和平路时代方舟A-2-2001,长安区,2019-04-24 10:07:08,大专,3千-4千,1-3年,1,石家庄,人事主管,专业服务/咨询(财会/法律/人力资源等),20-99人
石家庄迪云网络科技有限公司,http://company.zhaopin.com/CZ468842030.htm,体育南大街东王丁科苑10号楼2单元,,2019-04-25 10:49:02,大专,3.5千-5千,3-5年,1,石家庄,电商运营,互联网/电子商务,20人以下
河北维安职业健康评价有限公司,http://company.zhaopin.com/CC565802021.htm,石家庄市新华区友谊北大街456号佳通通信北三楼,,2019-04-26 09:09:59,大专,4千-6千,不限,2,石家庄,职业卫生现场采样人员,"检验/检测/认证,中介服务,专业服务/咨询(财会/法律/人力资源等)",20-99人
河北旭尊实业集团有限公司石家庄第三分公司,http://company.zhaopin.com/CZ817344580.htm,长安区东大街5号开元金融中心（希尔顿）7楼,,2019-04-29 10:50:30,大专,4千-8千,不限,5,石家庄,高薪聘业务经理,汽车/摩托车,100-499人
河北佳岷科技有限公司,http://company.zhaopin.com/CZ698844080.htm,石家庄市新华区颐高数码1707,,2019-04-29 13:15:08,中专,4千-6千,不限,5,石家庄,5K销售+五险一金,"互联网/电子商务,教育/培训/院校",20-99人
石家庄小布布艺股份有限公司,http://company.zhaopin.com/CC528383237.htm,石家庄新华区北二环西三庄街口格澜商务大厦12c05室,新华区,2019-04-23 14:14:00,不限,4千-8千,不限,1,石家庄,天猫运营,互联网/电子商务,100-499人
石家庄尚舍服饰有限公司,http://company.zhaopin.com/CZ446327010.htm,河北石家庄新华路金指数广场A栋18楼,新华区,2019-04-26 10:50:54,大专,4千-6千,1-3年,1,石家庄,商品专员—服装行业,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",100-499人
衢州斑马网络科技有限公司,http://company.zhaopin.com/CZ457656780.htm,北仑区,,2019-04-25 09:15:38,大专,4千-7千,无经验,1,石家庄,人事（双休）,,全部
河北秦川文体乐器有限公司,http://special.zhaopin.com/2017/sjz/11217/hbqc042182,石家庄市建设北大街38号（北国商城北行200米路西）,长安区,2019-04-26 19:00:36,大专,4千-6千,1-3年,1,石家庄,投标专员,"教育/培训/院校,教育/培训/院校,媒体/出版/影视/文化传播",100-499人
河北君之合网络科技有限公司,http://company.zhaopin.com/CZ813955250.htm,长安区建华大街中恒大厦（北塔）13层1301室,,2019-04-29 10:32:52,大专,4千-8千,1-3年,5,石家庄,sem竞价推广优化师,互联网/电子商务,100-499人
北京爱斯即膜原生植物科技开发有限公司河北分公司,http://company.zhaopin.com/CZ382535080.htm,石家庄市长安区裕华东路133号方北大厦A座1602,,2019-04-24 10:18:25,大专,4千-6千,1-3年,1,石家庄,新媒体运营,医疗/护理/美容/保健/卫生服务,100-499人
河北冀中合力汽车销售维修有限公司,http://special.zhaopin.com/pagepublish/23568951/index.html,石家庄市北二环西路385号 ,,2019-04-28 18:02:58,大专,4千-6千,1-3年,1,石家庄,保险续保专员,汽车/摩托车,100-499人
江西飞尚科技有限公司,http://company.zhaopin.com/CZ225831320.htm,南昌小兰经济开发区玉湖路398号,,2019-04-29 14:44:50,大专,4千-6千,1-3年,20,石家庄,区域销售（无责底薪5k，年收入不低于10万）,"电子技术/半导体/集成电路,仪器仪表及工业自动化,IT服务(系统/数据/维护),房地产/建筑/建材/工程",100-499人
石家庄晨光办公用品有限公司,http://company.zhaopin.com/CZ672543080.htm,石家庄市长安区乐汇城写字楼C座1401,,2019-04-29 08:49:42,不限,4千-7千,不限,3,石家庄,订单部经理,"快速消费品（食品/饮料/烟酒/日化）,零售/批发",100-499人
河北易之行网络科技有限公司,http://company.zhaopin.com/CZ510172580.htm,裕华区槐安东路152号金源商务广场B座802室,,2019-04-22 08:45:19,本科,8千-1.5万,3-5年,1,石家庄,网站运营经理,"银行,汽车/摩托车",1000-9999人
石家庄东尚服饰贸易有限公司,http://special.zhaopin.com/pagepublish/61500202/index.html,石家庄中山东路11号乐汇城C座16层,,2019-04-27 20:14:08,大专,6千-8千,5-10年,1,石家庄,商品经理,零售/批发,100-499人
石家庄聚莱福生物科技有限公司,http://company.zhaopin.com/CZ714597180.htm,恒大公寓,,2019-04-27 16:51:06,不限,5千-1万,不限,10,石家庄,市场专员（无责任底薪）,医疗/护理/美容/保健/卫生服务,100-499人
石家庄市超速贸易有限公司,http://company.zhaopin.com/CZ699105420.htm,石家庄市中山东路19号乐汇城C座2002,,2019-04-21 14:03:12,大专,4千-6千,3-5年,1,石家庄,商品专员 货品专员,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",100-499人
石家庄君海润进出口有限公司,http://special.zhaopin.com/pagepublish/36529831/index.html,怀特文化广场3号馆,裕华区,2019-04-22 11:26:15,大专,4千-6千,不限,10,石家庄,跨境电商网站运营,"贸易/进出口,房地产/建筑/建材/工程,大型设备/机电设备/重工业,环保",20-99人
河北速恒贸易有限公司,http://company.zhaopin.com/CZ332612580.htm,河北省石家庄市裕华区,裕华区,2019-04-29 08:42:33,不限,1万-1.5万,不限,1,石家庄,天猫京东运营主管,"互联网/电子商务,耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发,酒店/餐饮",20-99人
河北北科生物科技有限公司,http://company.zhaopin.com/CZ595101520.htm,石家庄市建设大街富邦大厦401A室,长安区,2019-04-28 17:02:34,本科,3.5千-6千,1-3年,1,石家庄,QA专员,"医药/生物工程,医疗/护理/美容/保健/卫生服务,医疗设备/器械,学术/科研",100-499人
河北正步教育科技有限公司,http://company.zhaopin.com/CZ713005380.htm,裕华东路70号河北科技大学招待中心101,,2019-04-20 19:26:24,中专,3千-6千,不限,50,石家庄,网络教育专员,教育/培训/院校,20-99人
石家庄萨奇进出口贸易有限公司,http://company.zhaopin.com/CZ630164420.htm,荣鼎天下A-0803,新华区,2019-04-26 13:33:46,大专,3千-6千,1-3年,2,石家庄,电商网络运营 五险+双休,贸易/进出口,20-99人
石家庄新东方学校,http://company.zhaopin.com/CZ120002360D00100003873.htm,石家庄市槐安路建华大街交叉口万达广场写字楼C座24层,,2019-04-23 16:34:42,本科,4千-8千,3-5年,1,石家庄,人力资源部招聘经理,教育/培训/院校,100-499人
河北大唯兄弟房地产经纪咨询有限公司,http://company.zhaopin.com/CZ220079610.htm,河北省石家庄市新华区联盟商务楼B座516,,2019-04-22 17:16:49,大专,5千-1万,3-5年,2,石家庄,策划高级经理,"房地产/建筑/建材/工程,中介服务",100-499人
华北制药河北华民药业有限责任公司,http://company.zhaopin.com/CZ348487210.htm,经济技术开发区海南路98号,,2019-04-22 14:49:19,大专,3千-4千,不限,2,石家庄,溶出试验员,医药/生物工程,1000-9999人
石家庄市恒茂昌贸易有限责任公司,http://company.zhaopin.com/CC572092626.htm,石家庄长安区大经街南三条金正玩具城对面鸿运综合楼4楼,,2019-04-22 11:05:06,中专,8千-1万,1-3年,1,石家庄,京东运营,贸易/进出口,20-99人
河北方大包装股份有限公司,http://company.zhaopin.com/CZ176784520.htm,总公司：元氏大街405号,元氏县,2019-04-23 17:36:17,大专,4千-6千,3-5年,1,石家庄,成本会计,"加工制造（原料加工/模具）,印刷/包装/造纸,贸易/进出口,跨领域经营",100-499人
河北工大科雅能源科技股份有限公司,http://special.zhaopin.com/sjz/2015/11014/hbgdkynykj040321,河北省石家庄市新石北路368号创新大厦,,2019-04-28 17:31:17,本科,5千-7千,1-3年,5,石家庄,热能/暖通工程师,"仪器仪表及工业自动化,能源/矿产/采掘/冶炼",100-499人
石家庄笑果商贸有限公司,http://company.zhaopin.com/CZ834114890.htm,建设大街东风路金正君庭B座1022室,,2019-04-23 15:57:54,大专,4千-6千,1-3年,1,石家庄,淘宝天猫推广专员,互联网/电子商务,20-99人
航天凯天环保科技股份有限公司,http://company.zhaopin.com/CZ136994300.htm,高新技术产业开发区,,2019-04-22 15:10:07,本科,6千-8千,5-10年,1,石家庄,水处理工程师,"环保,大型设备/机电设备/重工业",1000-9999人
河北唯佳金属网有限公司,http://company.zhaopin.com/CZ264557710.htm,石家庄市裕华区建华南大街212号蓝山国际A座1306室,,2019-04-19 20:25:20,大专,3.5千-6千,1-3年,2,石家庄,搜索引擎竞价专员,"贸易/进出口,大型设备/机电设备/重工业,加工制造（原料加工/模具）",20-99人
河北省对外服务总公司,http://special.zhaopin.com/sh/2015/11022/hbdw101672,河北省石家庄市中山路83号东方大厦1801室,桥西区,2019-04-23 17:09:52,本科,3千-5千,不限,2,石家庄,人事服务专员,"中介服务,外包服务,专业服务/咨询(财会/法律/人力资源等)",20-99人
河北神玥软件科技股份有限公司,http://special.zhaopin.com/pagepublish/57070172/index.html,石家庄市鹿泉开发区光谷科技园（石家庄幼儿师范学校对面）,,2019-04-29 10:43:58,本科,4千-8千,1-3年,1,石家庄,运维工程师,计算机软件,100-499人
石家庄君海润进出口有限公司,http://special.zhaopin.com/pagepublish/36529831/index.html,槐岭路怀特文化广场3号馆,裕华区,2019-04-22 11:26:15,大专,4千-6千,不限,10,石家庄,跨境电商网站运营,"贸易/进出口,房地产/建筑/建材/工程,大型设备/机电设备/重工业,环保",20-99人
石家庄万达广场商业管理有限公司,http://company.zhaopin.com/CZ336374810.htm,石家庄市建华南大街136号万达广场,,2019-04-24 09:39:37,大专,4千-6千,1-3年,1,石家庄,信息主管,"物业管理/商业中心,房地产/建筑/建材/工程",100-499人
石家庄开发区华彤计算机有限公司,http://special.zhaopin.com/pagepublish/17826402/index.html,石家庄长安区睿和中心1108,,2019-04-28 11:56:08,不限,3.5千-6千,不限,2,石家庄,网店运营店长（淘宝或者京东或者天猫）,"IT服务(系统/数据/维护),互联网/电子商务,网络游戏,通信/电信运营、增值服务",100-499人
衢州斑马网络科技有限公司,http://company.zhaopin.com/CZ457656780.htm,新华区,,2019-04-25 09:14:13,大专,4千-6千,不限,1,石家庄,财务会计【待遇优厚】,,全部
河北博厚新能源科技有限公司,http://company.zhaopin.com/CZ344822630.htm,开发区长江大道壹号,,2019-04-26 10:22:39,大专,2千-4千,不限,1,石家庄,会计（内账会计）,大型设备/机电设备/重工业,20-99人
河北七度信息技术服务有限公司,http://company.zhaopin.com/CZ337031230.htm,石家庄高新区湘江道39号,,2019-04-27 11:10:27,本科,4千-6千,不限,3,石家庄,【今日头条】新媒体运营,"广告/会展/公关,交通/运输",20-99人
石家庄市星河广告有限公司,http://company.zhaopin.com/CZ177152020.htm,河北省石家庄市桥西区恒大华府3号公寓1单元6楼,桥西区,2019-04-25 10:08:52,大专,3千-5千,1-3年,2,石家庄,新媒体运营,"广告/会展/公关,媒体/出版/影视/文化传播,汽车/摩托车,房地产/建筑/建材/工程",100-499人
河北蓝宇橡塑制品有限公司,http://company.zhaopin.com/CZ392618030.htm,新华区格澜商务1411,,2019-04-22 14:28:20,大专,4千-6千,不限,1,石家庄,运营助理,"贸易/进出口,贸易/进出口",500-999人
九天鲲鹏集团有限公司,http://company.zhaopin.com/CC656101784.htm,河北省石家庄市桥西区友谊大街和槐安路交叉口石邑大厦五楼,桥西区,2019-04-28 16:22:01,大专,6千-8千,1-3年,1,石家庄,高薪诚聘竞价推广专员SEM/SEO,"房地产/建筑/建材/工程,教育/培训/院校",100-499人
河北佳岷科技有限公司,http://company.zhaopin.com/CZ698844080.htm,石家庄市新华区颐高数码1707,,2019-04-29 13:16:26,中专,4千-6千,不限,6,石家庄,淘宝美工（可实习）,"互联网/电子商务,教育/培训/院校",20-99人
石家庄冉迪商贸有限公司,http://company.zhaopin.com/CZ656118420.htm,石家庄新华区百盛朗庭,新华区,2019-04-22 11:57:22,大专,4.5千-9千,1-3年,2,石家庄,SEM 搜狗 百度竞价 信息流推广 ,"互联网/电子商务,医疗/护理/美容/保健/卫生服务,专业服务/咨询(财会/法律/人力资源等),计算机软件",20人以下
河北玖昌网络科技有限公司,http://company.zhaopin.com/CZ246313080.htm,河北省石家庄市桥西区中华南大街一江大厦A座25楼北侧,桥西区,2019-04-22 13:45:05,大专,3千-6千,不限,3,石家庄,搜索引擎竞价专员,互联网/电子商务,20-99人
美联盛航保险代理有限公司,http://special.zhaopin.com/pagepublish/37465731/index.html,河北省石家庄市平安南大街7号商会大厦,,2019-04-24 16:03:23,本科,4千-6千,3-5年,2,石家庄,综合内勤,"保险,中介服务",500-999人
河北七度信息技术服务有限公司,http://company.zhaopin.com/CZ337031230.htm,高新区湘江道39号动漫孵化园C座4楼,,2019-04-27 11:10:27,本科,4千-6千,不限,2,石家庄,【今日头条】广告运营,"广告/会展/公关,交通/运输",20-99人
河北正合文化传播有限公司,http://company.zhaopin.com/CZ379799630.htm,珠峰大街与长江大道交口筑业花园B座4单元9层,东开发区,2019-04-25 09:44:42,本科,4千-6千,1-3年,2,石家庄,新媒体运营,"媒体/出版/影视/文化传播,广告/会展/公关",20-99人
河北凯祥文化传播有限公司,http://company.zhaopin.com/CZ392420630.htm,河北省石家庄市桥西区槐安西路与西二环交口乐橙商务广场,,2019-04-28 08:15:28,大专,2千-4千,不限,1,石家庄,网站微信运营,"媒体/出版/影视/文化传播,学术/科研,教育/培训/院校",20-99人
郑州尚兴科贸有限公司,http://company.zhaopin.com/CZ624768920.htm,Z80河北省石家庄市长安区中山东路东胜广场永辉超市负一层手机的家,,2019-04-26 17:59:22,中专,6千-1万,1-3年,2,石家庄,店长+底薪5k+提成,"零售/批发,快速消费品（食品/饮料/烟酒/日化）,互联网/电子商务,计算机硬件",500-999人
河北中废通网络技术有限公司,http://special.zhaopin.com/pagepublish/64831122/index.html,石家庄市中山路11号乐汇城C座8层,,2019-04-30 09:22:03,大专,6千-8千,3-5年,1,石家庄,数据分析师,"互联网/电子商务,其他,IT服务(系统/数据/维护)",100-499人
美林数据技术股份有限公司,http://company.zhaopin.com/CZ200911980.htm,石家庄,,2019-04-30 08:42:14,本科,8千-1.6万,1-3年,1,石家庄,数据分析师（电网/能源）,"计算机软件,IT服务(系统/数据/维护)",100-499人
石家庄波司登贸易有限公司,http://company.zhaopin.com/CZ179791320.htm,石家庄市裕华区槐安东路105号怀特商业广场写字楼A座17楼,,2019-04-30 08:29:01,大专,4千-6千,1-3年,1,石家庄,商品数据分析员,"耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发",20-99人
云腾九州科技(北京)有限公司,http://company.zhaopin.com/%E4%BA%91%E8%85%BE%E4%B9%9D%E5%B7%9E%E7%A7%91%E6%8A%80%28%E5%8C%97%E4%BA%AC%29%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC377132725.htm,青园街,长安区,2019-04-30 09:50:36,本科,6千-1万,不限,1,石家庄,数据分析师,"计算机软件,通信/电信运营、增值服务,互联网/电子商务,通信/电信/网络设备",20-99人
